"session","created","modified","ended","expired","respondentID","doePath","doe","autoAttendantImg_beg","pageTime3","pageTime4","transportMode_regular","transportMode_regularOther","transportMode_occassionally","transportMode_occassionallyOther","transportMode_never","pageTime5","modeChangeBus","modeChangeRail","modeChangeRH","modeChangeSharedRH","pageTime6","avFamiliarity","automationComfort","transportCosts","avSafety","avBenefit","transportOptions","sharingWillingness","ptAccess","vehicleAccess","environmentConsid","pageTime7","pageTime8","pageTime9","pageTime10","attentionCheck","attentionScreenout"
"XyBQxQmMBJW6Ui6AfGojbJXgH_3t0VdMAtV2HYwjA_-nJq6bvJFxwTiz-TKTpChb","2021-10-04 23:10:48","2021-10-04 23:22:30","2021-10-04 23:22:30","","1187","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:10:49","2021-10-04 23:13:31","personalVehicle","","RH","","sharedRH","2021-10-04 23:20:04","less","less","less","neverUsed","2021-10-04 23:20:04","agree","neutral","neutral","neutral","neutral","neutral","neutral","neutral","agreeStrong","agreeStrong","2021-10-04 23:20:52","2021-10-04 23:20:54","2021-10-04 23:22:12","2021-10-04 23:22:17","attendant_no","0"
"4VVwWsBXps0NhVUyaVRV6E9ThgkirYr20s9vIKS8pF_fxhkdBazkqsfwYhpQlyQG","2021-10-04 23:11:19","2021-10-04 23:17:46","2021-10-04 23:17:46","","1978","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:11:19","2021-10-04 23:13:37","personalVehicle","","RH","","metroaccess","2021-10-04 23:14:11","same","same","less","same","2021-10-04 23:14:11","neutral","neutral","disagree","neutral","disagree","agree","agree","neutral","agree","agree","2021-10-04 23:15:24","2021-10-04 23:15:31","2021-10-04 23:17:09","2021-10-04 23:17:28","attendant_yes","1"
"HoTFVq08_3KHjDZY7FJo20CTwHGdaZvmwLO8mjg5Lo7XwuvloWuM_JAK65TujLQV","2021-10-04 23:12:45","2021-10-04 23:13:09","","","4343","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:12:46","2021-10-04 23:13:01","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dU15LRQb3ZTMvuNjt5yEv0mJ-4a2HvpqYA2sAuzinSnJfP4F_CL0PBO_Ze36Qowt","2021-10-04 23:13:06","2021-10-04 23:19:45","2021-10-04 23:19:45","","2829","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:13:06","2021-10-04 23:15:25","personalVehicle","","rail","","RH, sharedRH, metroaccess","2021-10-04 23:16:16","less","less","neverUsed","neverUsed","2021-10-04 23:16:16","agree","agree","neutral","agree","neutral","agree","neutral","neutral","agree","agree","2021-10-04 23:17:46","2021-10-04 23:18:07","2021-10-04 23:18:55","2021-10-04 23:19:26","attendant_no","0"
"TUjxiSc8IJXRogI7r0YOwtLLl5tIpcaHtxdX6sqomFxeuglELRCTf2V-c8QF6Dux","2021-10-04 23:13:25","","","","1437","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:13:25","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J8tr2cx-ze4ug_u6TgxULmnnb0pFBMbpV3z0xWbPmyY5l_GP5fSq0DviZpKR_FiX","2021-10-04 23:14:22","2021-10-04 23:17:54","2021-10-04 23:17:54","","1725","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:14:23","2021-10-04 23:16:10","bus, rail, RH, sharedRH","","RH, sharedRH","","personalVehicle, bus, rail, RH, sharedRH, metroaccess","2021-10-04 23:16:52","more","more","more","more","2021-10-04 23:16:52","agree","agree","agree","agree","agree","agree","agree","agree","agree","agree","2021-10-04 23:17:26","2021-10-04 23:17:29","2021-10-04 23:17:36","2021-10-04 23:17:40","attendant_no","0"
"_CBbLGygbGCMFss9FOdtiqH27Pb7Fq7fay0t4X8vK3AZOOP6HwAjQWfLY4Q3w7A0","2021-10-04 23:15:08","2021-10-04 23:17:35","2021-10-04 23:17:35","","2346","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:15:09","2021-10-04 23:16:03","other","Walk","other","None","bus","2021-10-04 23:16:39","neverUsed","less","same","neverUsed","2021-10-04 23:16:39","neutral","disagreeStrong","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","2021-10-04 23:17:09","2021-10-04 23:17:12","2021-10-04 23:17:24","2021-10-04 23:17:29","attendant_no","0"
"CKdnqKYaEBi1mezFs3zDuieV2NDDMX9Q507lFjLhLRP34T29HtCmWjbZJY9Rwy-5","2021-10-04 23:15:21","2021-10-04 23:18:46","2021-10-04 23:18:46","","4247","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:15:22","2021-10-04 23:16:21","personalVehicle","","rail","","sharedRH","2021-10-04 23:16:44","less","less","less","less","2021-10-04 23:16:44","agree","agree","disagree","neutral","neutral","agree","disagree","neutral","agree","neutral","2021-10-04 23:17:32","2021-10-04 23:17:37","2021-10-04 23:17:54","2021-10-04 23:18:15","attendant_no","0"
"Am7_SQ1Wb0WZqA2SOIKp6AXYiwHwm3bPJ-mS2wDsWj_crLbi-jGw91LWZf1AVUVR","2021-10-04 23:19:14","2021-10-04 23:23:40","2021-10-04 23:23:40","","2883","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:19:14","2021-10-04 23:20:40","personalVehicle","","personalVehicle, bus, rail","","RH, sharedRH, metroaccess","2021-10-04 23:21:26","less","less","neverUsed","neverUsed","2021-10-04 23:21:26","agree","disagree","neutral","neutral","neutral","neutral","disagree","agree","agreeStrong","agree","2021-10-04 23:22:21","2021-10-04 23:22:26","2021-10-04 23:23:02","2021-10-04 23:23:30","attendant_no","0"
"ydb2CpSsIQYRzdYzDt2TRw_VK6mfg4jdsUfGufLIZ5fVKDd-Tro4NsKznLcrCtNk","2021-10-04 23:19:19","2021-10-04 23:24:54","2021-10-04 23:24:54","","4873","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:19:20","2021-10-04 23:19:49","personalVehicle","","rail","","personalVehicle","2021-10-04 23:23:43","less","less","more","less","2021-10-04 23:23:43","disagree","agreeStrong","neutral","disagree","agree","neutral","disagreeStrong","agreeStrong","neutral","agree","2021-10-04 23:24:33","2021-10-04 23:24:35","2021-10-04 23:24:43","2021-10-04 23:24:48","attendant_yes","1"
"0jRcwt3nBWyATZubSqPtsjBrQaRBYaPB_awHDbw3nkSnXW5_WPz0LTJybmH--kHq","2021-10-04 23:19:46","2021-10-04 23:24:45","2021-10-04 23:24:46","","681","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:19:46","2021-10-04 23:21:02","personalVehicle, bus, sharedRH","","personalVehicle, RH","","personalVehicle, bus, RH","2021-10-04 23:21:49","same","more","more","same","2021-10-04 23:21:49","agreeStrong","agree","agreeStrong","agreeStrong","agreeStrong","agree","agreeStrong","agree","agree","agreeStrong","2021-10-04 23:22:57","2021-10-04 23:23:08","2021-10-04 23:23:52","2021-10-04 23:24:24","attendant_no","0"
"YAr6R3yJDFwdFha2jvKG3KTDxfGbZaZHRVu3FTHaci07s4oxrzNj-ITFAMFyu72d","2021-10-04 23:22:08","2021-10-04 23:33:46","2021-10-04 23:33:46","","2628","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:22:09","2021-10-04 23:30:18","bus","","bus, RH","","rail, metroaccess","2021-10-04 23:31:03","same","neverUsed","same","same","2021-10-04 23:31:03","agree","disagreeStrong","neutral","disagreeStrong","agreeStrong","disagree","disagreeStrong","agreeStrong","disagreeStrong","disagree","2021-10-04 23:32:02","2021-10-04 23:32:16","2021-10-04 23:32:41","2021-10-04 23:33:32","attendant_no","0"
"cETp8rN2ZPUONganrs4ol_8DjA1PemaZEFa-uGCuewS3127BWTyty3gN6boRukcH","2021-10-04 23:22:15","","","","556","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:22:16","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ScnSGXzY6xasKI_z2DS7kQR-I24y81t9oIvU7cHtCF9Qj-MKEWnrSfjarYnBLS3W","2021-10-04 23:25:10","2021-10-04 23:31:55","2021-10-04 23:31:56","","3266","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:25:10","2021-10-04 23:26:44","personalVehicle","","personalVehicle","","personalVehicle","2021-10-04 23:27:43","same","less","neverUsed","neverUsed","2021-10-04 23:27:43","disagree","disagreeStrong","disagree","disagreeStrong","disagree","disagreeStrong","agree","agree","disagreeStrong","disagreeStrong","2021-10-04 23:29:38","2021-10-04 23:29:43","2021-10-04 23:30:50","2021-10-04 23:31:38","attendant_yes","1"
"5L671bkCAW6yvVn2SYaEIWOefIUtjXNSbzVL9ndeJGyrSx9HNQ5Et1biXAoXzFBS","2021-10-04 23:25:24","2021-10-04 23:28:20","2021-10-04 23:28:20","","69","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:25:25","2021-10-04 23:26:29","personalVehicle, bus, sharedRH","","personalVehicle, rail, RH","","personalVehicle, sharedRH","2021-10-04 23:26:39","less","same","less","same","2021-10-04 23:26:39","agree","neutral","agree","neutral","disagree","neutral","agree","neutral","agree","agree","2021-10-04 23:27:09","2021-10-04 23:27:27","2021-10-04 23:27:48","2021-10-04 23:27:56","attendant_yes","1"
"43REKD0GUvGWylGYLgGlOTgRKapConvd80w8vX3q8rBFg0heGyu3fGC3PYROy7Y4","2021-10-04 23:28:02","2021-10-04 23:31:17","2021-10-04 23:31:18","","150","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:28:03","2021-10-04 23:28:57","personalVehicle, rail, RH","","personalVehicle, bus","","usedAll","2021-10-04 23:29:31","more","same","more","more","2021-10-04 23:29:31","agree","agree","agree","agree","neutral","agree","agree","neutral","agree","agree","2021-10-04 23:30:01","2021-10-04 23:30:10","2021-10-04 23:30:16","2021-10-04 23:31:10","attendant_yes","1"
"ggst33bAbUEZAKHtir0FSLJyJIyqgcf-ybRSFzLw96pETENZuR9oxFjreVMHY00s","2021-10-04 23:29:13","","","","3908","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:29:13","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-KaDjNcSR2JOHZLMtIg3RVkoZy6vgwfY1MiK48-1L-c5_KebCqwWx34CnHK7aiwg","2021-10-04 23:29:38","2021-10-04 23:39:24","2021-10-04 23:39:24","","1203","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:29:39","2021-10-04 23:31:49","personalVehicle","","personalVehicle","","rail, RH, sharedRH","2021-10-04 23:33:48","same","neverUsed","neverUsed","neverUsed","2021-10-04 23:33:48","agreeStrong","agreeStrong","agree","disagree","disagree","agreeStrong","agree","agreeStrong","agreeStrong","agreeStrong","2021-10-04 23:37:58","2021-10-04 23:38:08","2021-10-04 23:38:38","2021-10-04 23:38:57","attendant_yes","1"
"U9iusr5pswK7LIYZKAVEf-IJuLAPyyXkmo6T4MhiM8pWVbyUqRYyRsEVKArq35_9","2021-10-04 23:29:40","2021-10-04 23:37:58","2021-10-04 23:37:58","","140","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:29:40","2021-10-04 23:35:18","personalVehicle, bus, RH, sharedRH, metroaccess","","bus, RH, sharedRH, metroaccess","","rail, RH, metroaccess","2021-10-04 23:35:52","more","same","same","same","2021-10-04 23:35:52","agree","agreeStrong","agreeStrong","agree","agree","agreeStrong","agreeStrong","agreeStrong","agree","agreeStrong","2021-10-04 23:36:36","2021-10-04 23:36:47","2021-10-04 23:37:13","2021-10-04 23:37:43","attendant_no","0"
"kewJI-fVDBX1QiZLZ2YKsJwSFNoxTEqpxPE3JzfS4C8vwENevdWOVbNid_-6y5cp","2021-10-04 23:36:46","2021-10-04 23:41:43","2021-10-04 23:41:43","","3870","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:36:46","2021-10-04 23:38:05","personalVehicle, bus, rail","","RH, sharedRH, metroaccess","","usedAll","2021-10-04 23:39:04","less","less","less","less","2021-10-04 23:39:04","agree","disagree","agreeStrong","disagree","agree","agree","disagree","agree","agree","agreeStrong","2021-10-04 23:40:18","2021-10-04 23:40:22","2021-10-04 23:40:50","2021-10-04 23:41:27","attendant_no","0"
"B4Nt7wwyYZ-xE7EAmUveZ-ESuQxqItp1EHCES3i2O79fDl90jh0nI4IfWEJ1x6Nl","2021-10-04 23:37:29","2021-10-04 23:42:38","2021-10-04 23:42:38","","1653","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:37:29","2021-10-04 23:38:52","personalVehicle","","personalVehicle","","rail","2021-10-04 23:40:26","less","neverUsed","less","neverUsed","2021-10-04 23:40:26","agree","agree","agreeStrong","agree","agreeStrong","neutral","disagree","agree","agree","agree","2021-10-04 23:41:46","2021-10-04 23:41:55","2021-10-04 23:42:15","2021-10-04 23:42:28","attendant_no","0"
"0MlKXVKNVs0Y3AX5PgrETzKaipBLAqfeGkQ6bFiW1ShDP02F5UcYDwZ1DU3LQ9Tg","2021-10-04 23:37:51","2021-10-04 23:45:45","2021-10-04 23:45:46","","1161","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:37:52","2021-10-04 23:39:13","personalVehicle","","bus","","rail, RH, sharedRH, metroaccess","2021-10-04 23:40:02","less","neverUsed","neverUsed","neverUsed","2021-10-04 23:40:02","agree","disagree","neutral","disagreeStrong","neutral","agreeStrong","disagreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-04 23:43:10","2021-10-04 23:43:12","2021-10-04 23:44:58","2021-10-04 23:45:03","attendant_no","0"
"N_L-dEQQj1LJmx4zp4FaZBPbcOYR1L--ISvPkJO_SkThDxQyHB_KjfjmE4TT2FoE","2021-10-04 23:38:03","2021-10-04 23:41:19","2021-10-04 23:41:19","","4972","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:38:04","2021-10-04 23:38:13","other","Personal","personalVehicle","","personalVehicle","2021-10-04 23:39:05","neverUsed","less","less","same","2021-10-04 23:39:20","agreeStrong","neutral","agree","disagree","agree","neutral","agreeStrong","disagree","neutral","neutral","2021-10-04 23:40:41","2021-10-04 23:40:47","2021-10-04 23:40:57","2021-10-04 23:41:05","attendant_no","0"
"srs_1QMiZ-mKjpFGyA-MC4_f_DddtnmydHplbbHvC4L6wYgpny35bxoBr6LKWqbG","2021-10-04 23:44:41","","","","2090","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:44:42","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"niZ-benVS2emZ3XgH2ptGHUMa-MLqs51NLMFWQB4rd4HCjmA2mNkFu1WbeuzO9Wr","2021-10-04 23:45:24","2021-10-04 23:48:32","2021-10-04 23:48:32","","4607","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:45:25","2021-10-04 23:46:28","personalVehicle","","bus","","sharedRH","2021-10-04 23:46:47","less","less","neverUsed","neverUsed","2021-10-04 23:46:47","agreeStrong","disagree","disagree","agree","disagree","agree","disagreeStrong","agree","agreeStrong","agree","2021-10-04 23:47:35","2021-10-04 23:47:38","2021-10-04 23:48:04","2021-10-04 23:48:26","attendant_no","0"
"-k6CNzw3MlCs8S_L9FEJ688O6xF3w5mwtDmLrkruSwuRXeLUITLMDrfZ20qDjU0D","2021-10-04 23:51:13","2021-10-04 23:53:46","2021-10-04 23:53:46","","2795","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:51:13","2021-10-04 23:51:46","personalVehicle","","rail","","sharedRH, metroaccess","2021-10-04 23:52:18","less","less","less","less","2021-10-04 23:52:18","disagreeStrong","disagreeStrong","disagree","neutral","neutral","agreeStrong","disagreeStrong","agree","agreeStrong","agree","2021-10-04 23:53:17","2021-10-04 23:53:21","2021-10-04 23:53:29","2021-10-04 23:53:35","attendant_no","0"
"RZIdGPDCMTNiqQAt80NHNXFLXQ2xOGWSkdmsBex2XkKuC8P_I4LVHhb8Lp_eFp8e","2021-10-04 23:52:07","2021-10-04 23:54:50","2021-10-04 23:54:50","","4176","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:52:08","2021-10-04 23:52:49","personalVehicle","","personalVehicle","","bus","2021-10-04 23:53:08","more","same","more","more","2021-10-04 23:53:08","agreeStrong","agreeStrong","agree","agree","agreeStrong","agree","agreeStrong","neutral","agree","agreeStrong","2021-10-04 23:53:41","2021-10-04 23:53:44","2021-10-04 23:54:10","2021-10-04 23:54:37","non_auto","1"
"Y13nGOcbhenAKnVzOEj7ECvbstTmIOtxSIvDW2ycfA-jheACbzMKYDEntxSXPYzH","2021-10-04 23:55:52","2021-10-04 23:58:40","2021-10-04 23:58:40","","2171","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:55:53","2021-10-04 23:56:02","bus","","rail","","personalVehicle","2021-10-04 23:56:35","more","more","less","neverUsed","2021-10-04 23:56:54","neutral","agreeStrong","agreeStrong","disagree","neutral","agreeStrong","disagree","agreeStrong","disagreeStrong","agreeStrong","2021-10-04 23:58:02","2021-10-04 23:58:07","2021-10-04 23:58:17","2021-10-04 23:58:22","attendant_no","0"
"ZYzPgc9l_jJEhawy3aTP5iILSo8tjVGF_feQwpQlL8HEEMNerd7vYpqlTDD--lEv","2021-10-04 23:56:02","2021-10-04 23:56:59","2021-10-04 23:56:59","","2961","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:56:02","2021-10-04 23:56:09","personalVehicle, sharedRH","","rail, sharedRH","","personalVehicle","2021-10-04 23:56:17","more","more","more","more","2021-10-04 23:56:25","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-04 23:56:39","2021-10-04 23:56:42","2021-10-04 23:56:48","2021-10-04 23:56:52","attendant_yes","1"
"MCGyGw_UCd7VwUpnK6BODGsDMRi1goya2bl4jipotJb-92HU8lr5g52yDiyci5bF","2021-10-04 23:56:22","2021-10-04 23:57:54","2021-10-04 23:57:54","","1868","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:56:23","2021-10-04 23:56:51","personalVehicle, bus, RH","","personalVehicle","","usedAll","2021-10-04 23:57:10","more","same","same","more","2021-10-04 23:57:10","neutral","agreeStrong","agreeStrong","agree","agree","neutral","agree","agreeStrong","agree","agree","2021-10-04 23:57:37","2021-10-04 23:57:40","2021-10-04 23:57:46","2021-10-04 23:57:50","attendant_yes","1"
"jfqrPjv0XYxXkYD4Cb3sKlQ9ztZBDo6IvPQ_FqZTdUBnDU4IyAKDc3bDl_liOXge","2021-10-04 23:56:27","","","","2680","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:56:27","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dpgWehpFH2RrDm74AYO962bCUG9-tKiAYGCUs2QDm1Ev-3Bb9eh55tK5xlFvO1HR","2021-10-04 23:57:03","2021-10-04 23:59:40","2021-10-04 23:59:40","","2675","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-04 23:57:04","2021-10-04 23:57:28","personalVehicle","","personalVehicle","","rail","2021-10-04 23:57:53","less","less","less","less","2021-10-04 23:57:53","agreeStrong","agree","agree","neutral","neutral","agree","agree","agree","agree","agree","2021-10-04 23:59:10","2021-10-04 23:59:13","2021-10-04 23:59:21","2021-10-04 23:59:24","attendant_no","0"
